sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,c_charge_desc,decile_score,two_year_recid,days_in_jail,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_F,c_charge_degree_M,age_cat_encoded
Male,30,25 - 45,African-American,0,0,0,1,0.0,F,Introduce Contraband Into Jail,9,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,20,Less than 25,African-American,0,0,0,0,-1.0,F,Grand Theft in the 3rd Degree,3,0,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,37,25 - 45,African-American,0,0,0,3,0.0,F,"Poss3,4 Methylenedioxymethcath",2,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,38,25 - 45,African-American,0,0,0,9,-1.0,F,Grand Theft in the 3rd Degree,5,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,32,25 - 45,Caucasian,0,0,0,5,-1.0,F,arrest case no charge,5,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,31,25 - 45,African-American,0,0,0,9,0.0,F,Possession of Cocaine,8,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,36,25 - 45,African-American,0,0,0,2,0.0,F,Driving While License Revoked,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,25,25 - 45,African-American,0,0,2,3,0.0,M,Oper Motorcycle W/O Valid DL,6,0,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,24,Less than 25,Caucasian,0,0,0,9,-1.0,M,Possess Drug Paraphernalia,10,1,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Female,20,Less than 25,African-American,0,0,0,0,-1.0,M,Battery,5,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,20,Less than 25,African-American,1,0,0,1,427.0,F,Grand Theft in the 3rd Degree,8,1,217,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,20,Less than 25,Other,0,0,0,1,-1.0,M,Battery,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Female,43,25 - 45,African-American,0,0,1,9,-1.0,M,Battery,9,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,24,Less than 25,Caucasian,0,0,0,0,0.0,F,Aggravated Battery,2,0,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,22,Less than 25,Caucasian,0,0,0,1,-1.0,F,"Poss3,4 Methylenedioxymethcath",7,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,26,25 - 45,African-American,0,0,0,20,0.0,F,Neglect Child / No Bodily Harm,10,1,43,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,20,Less than 25,Other,0,2,1,3,-1.0,M,Battery,2,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Female,22,Less than 25,African-American,0,0,0,0,-1.0,F,Aggrav Battery w/Deadly Weapon,4,1,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,45,Greater than 45,African-American,0,0,0,0,0.0,F,Possession of Cocaine,3,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,26,25 - 45,African-American,0,0,0,10,-6.0,M,arrest case no charge,6,1,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,22,Less than 25,African-American,0,0,0,1,-1.0,F,arrest case no charge,3,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,32,25 - 45,African-American,0,0,0,11,0.0,F,Driving While License Revoked,7,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,44,25 - 45,Caucasian,0,0,0,0,-1.0,M,Viol Injunct Domestic Violence,2,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,39,25 - 45,Caucasian,0,0,0,0,-1.0,M,Battery,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,35,25 - 45,African-American,0,0,0,18,-112.0,F,arrest case no charge,6,1,112,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,28,25 - 45,Hispanic,0,0,0,2,-0.8,F,Burglary Conveyance Unoccup,3,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,26,25 - 45,African-American,0,1,0,4,649.0,M,Possess Cannabis/20 Grams Or Less,8,0,75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,32,25 - 45,Caucasian,0,0,0,6,0.0,F,Driving While License Revoked,8,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,28,25 - 45,Caucasian,0,0,0,0,-1.0,F,Felony Battery (Dom Strang),2,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,54,Greater than 45,Caucasian,0,0,0,12,-175.0,F,Purchasing Of Alprazolam,2,0,170,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,61,Greater than 45,African-American,0,0,0,20,-1.0,M,Susp Drivers Lic 1st Offense,2,1,30,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,37,25 - 45,Hispanic,0,0,0,9,-52.0,F,arrest case no charge,6,0,48,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,49,Greater than 45,Caucasian,0,0,0,12,-24.0,M,Possess Cannabis/20 Grams Or Less,5,0,21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,57,Greater than 45,Caucasian,0,0,0,2,-28.0,F,Lewd/Lasc Exhib Presence <16yr,1,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,46,Greater than 45,Caucasian,0,0,0,2,266.0,M,Susp Drivers Lic 1st Offense,2,0,45,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,27,25 - 45,Caucasian,0,0,0,4,-42.0,F,Burglary Dwelling Assault/Batt,7,0,41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,45,Greater than 45,Hispanic,0,0,0,8,-1.0,F,Felony Petit Theft,6,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Male,28,25 - 45,African-American,0,0,0,5,-1.0,F,Crim Use of Personal ID Info,5,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,38,25 - 45,Caucasian,0,0,0,8,-32.0,F,Driving While License Revoked,2,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,23,Less than 25,African-American,0,0,0,1,0.0,M,Criminal Mischief>$200<$1000,8,0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,57,Greater than 45,Caucasian,0,0,0,0,-1.0,M,Battery,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Female,25,25 - 45,African-American,0,0,0,5,-1.0,M,Viol Pretrial Release Dom Viol,7,1,47,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,29,25 - 45,African-American,0,0,0,2,-1.0,F,Possession of Cannabis,2,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,33,25 - 45,African-American,0,0,0,1,-1.0,M,Battery,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,40,25 - 45,African-American,0,0,0,3,-1.0,F,Driving While License Revoked,2,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,37,25 - 45,Caucasian,0,0,0,0,-1.0,M,Battery,3,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,25,25 - 45,African-American,0,0,0,1,0.0,M,Battery,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,33,25 - 45,Caucasian,0,0,0,3,-2.0,F,Possession Of Heroin,6,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,30,25 - 45,Caucasian,0,0,0,1,-43.0,F,Possession of Cocaine,3,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,24,Less than 25,African-American,0,0,0,1,0.0,F,False Imprisonment,7,0,141,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,46,Greater than 45,Caucasian,0,0,0,1,-1.0,M,Battery,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,67,Greater than 45,Caucasian,0,0,0,1,-1.0,F,Grand Theft in the 3rd Degree,3,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,29,25 - 45,African-American,0,0,0,0,0.0,F,Grand Theft (Motor Vehicle),7,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,35,25 - 45,African-American,0,0,0,7,-1.0,F,arrest case no charge,3,0,195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,30,25 - 45,African-American,0,0,0,13,-1.0,F,Felony Battery,10,1,474,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,21,Less than 25,African-American,0,0,0,1,-1.0,M,Battery,5,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,29,25 - 45,African-American,0,0,0,3,-1.0,M,Possess Cannabis/20 Grams Or Less,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,21,Less than 25,Caucasian,0,2,1,3,-1.0,F,Poss Contr Subst W/o Prescript,10,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,49,Greater than 45,African-American,0,0,0,10,-1.0,F,Grand Theft in the 3rd Degree,3,1,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,50,Greater than 45,Caucasian,0,0,0,1,-1.0,M,Prowling/Loitering,6,1,40,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,29,25 - 45,African-American,0,0,0,0,0.0,M,Battery,6,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,52,Greater than 45,African-American,0,0,0,3,-1.0,M,arrest case no charge,3,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,22,Less than 25,African-American,0,0,0,0,-1.0,F,Burglary Unoccupied Dwelling,3,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,35,25 - 45,African-American,0,0,1,5,-19.0,F,Battery on Law Enforc Officer,8,0,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,38,25 - 45,African-American,0,0,0,1,-8.0,F,Resist Officer w/Violence,1,1,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,24,Less than 25,Hispanic,0,0,0,1,-6.0,F,Burglary Structure Unoccup,10,0,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Male,36,25 - 45,Caucasian,0,0,0,3,-4.6,M,Susp Drivers Lic 1st Offense,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,30,25 - 45,African-American,0,3,0,18,-1.0,M,Battery,10,0,17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,21,Less than 25,Caucasian,0,0,0,2,-1.0,F,arrest case no charge,6,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,27,25 - 45,Other,0,0,0,0,-1.0,M,Battery,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Male,21,Less than 25,African-American,0,0,0,0,-1.0,M,Petit Theft,9,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,20,Less than 25,Hispanic,0,0,0,0,-2.0,M,Resist/Obstruct W/O Violence,4,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Female,53,Greater than 45,African-American,0,0,0,10,-1.0,F,Aggravated Assault W/dead Weap,2,1,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,56,Greater than 45,African-American,0,0,0,16,-1.0,F,Possession of Cocaine,5,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,20,Less than 25,African-American,0,1,0,1,-1.0,F,Grand Theft in the 3rd Degree,10,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,32,25 - 45,Caucasian,0,0,0,1,-1.0,M,Battery,3,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,31,25 - 45,Caucasian,0,0,0,0,-1.0,M,Battery,5,0,38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,28,25 - 45,African-American,0,0,0,10,15.0,M,Operating W/O Valid License,7,1,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,35,25 - 45,African-American,0,0,0,1,-1.0,M,Battery,5,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,37,25 - 45,Hispanic,0,0,0,6,-24.0,F,arrest case no charge,5,1,23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,33,25 - 45,Caucasian,0,0,0,2,-23.0,M,DUI Level 0.15 Or Minor In Veh,2,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,47,Greater than 45,African-American,0,0,0,19,-1.0,F,Possession of Cocaine,10,1,30,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,38,25 - 45,Hispanic,0,0,0,0,-1.0,F,Felony Driving While Lic Suspd,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,60,Greater than 45,Caucasian,0,0,0,3,-120.0,F,Resist Officer w/Violence,1,0,120,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,32,25 - 45,Hispanic,0,0,0,1,0.0,F,Grand Theft in the 3rd Degree,3,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,31,25 - 45,Caucasian,0,0,0,1,-1.0,F,arrest case no charge,2,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,45,Greater than 45,African-American,0,0,0,1,-1.0,M,Resist/Obstruct W/O Violence,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Female,45,Greater than 45,Caucasian,0,0,0,1,-11.0,M,Battery,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,31,25 - 45,Caucasian,0,0,0,0,-1.0,M,Battery,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,22,Less than 25,African-American,0,0,0,1,-1.0,F,arrest case no charge,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,33,25 - 45,African-American,0,0,0,0,-1.0,M,Simulation of Legal Process,2,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,23,Less than 25,African-American,0,2,2,4,-1.0,F,"Poss3,4 Methylenedioxymethcath",7,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,26,25 - 45,African-American,0,0,0,5,-1.0,F,Felony Driving While Lic Suspd,10,1,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,42,25 - 45,Caucasian,0,0,0,2,-1.0,F,Possession of Cocaine,5,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,30,25 - 45,Caucasian,0,0,0,1,-1.0,F,Possession of Cocaine,3,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,24,Less than 25,African-American,0,0,0,6,-1.0,M,arrest case no charge,6,0,310,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Female,29,25 - 45,Caucasian,0,0,0,1,-1.0,F,Grand Theft in the 3rd Degree,7,1,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,20,Less than 25,African-American,0,0,0,1,0.0,F,Burglary Unoccupied Dwelling,7,1,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,22,Less than 25,African-American,0,0,0,0,-1.0,F,Grand Theft in the 3rd Degree,3,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,25,25 - 45,African-American,0,0,0,1,-1.0,F,arrest case no charge,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,24,Less than 25,African-American,0,0,0,1,-13.0,M,Battery,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,55,Greater than 45,Hispanic,0,0,0,0,-1.0,F,Grand Theft in the 3rd Degree,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Male,36,25 - 45,Hispanic,0,0,0,1,-1.0,M,Viol Injunct Domestic Violence,5,0,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,23,Less than 25,African-American,0,0,0,3,-1.0,F,Grand Theft in the 3rd Degree,6,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,43,25 - 45,Caucasian,0,0,0,1,-0.8,F,Del Morphine at/near Park,5,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,28,25 - 45,African-American,0,0,1,7,-1.0,F,Grand Theft in the 3rd Degree,10,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,51,Greater than 45,African-American,0,0,0,3,0.0,F,Felony Driving While Lic Suspd,7,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,60,Greater than 45,Caucasian,0,0,0,0,-1.0,F,Battery on Law Enforc Officer,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,21,Less than 25,Caucasian,0,0,0,1,-1.0,F,Grand Theft in the 3rd Degree,3,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,24,Less than 25,African-American,0,0,0,0,0.0,F,"Poss3,4 Methylenedioxymethcath",4,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,50,Greater than 45,Caucasian,0,0,0,8,-14.0,F,arrest case no charge,2,0,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,25,25 - 45,African-American,0,0,0,2,0.0,F,Threat Public Servant,9,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,21,Less than 25,African-American,0,0,0,0,-1.0,F,Aggravated Battery,9,0,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,31,25 - 45,Caucasian,0,0,0,3,468.0,F,Possession of Cocaine,7,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,34,25 - 45,African-American,0,0,0,7,0.0,F,Possession of Cannabis,6,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,27,25 - 45,African-American,0,1,0,10,0.0,F,Driving While License Revoked,8,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,23,Less than 25,Hispanic,0,0,0,0,-2.0,F,Possession of Cocaine,6,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Male,45,Greater than 45,Hispanic,0,0,0,1,378.0,M,Viol Prot Injunc Repeat Viol,8,0,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Male,23,Less than 25,African-American,0,0,0,1,0.0,F,Unauth Poss ID Card or DL,6,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,25,25 - 45,Hispanic,0,0,0,0,-1.0,M,Battery,2,0,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Male,41,25 - 45,Other,0,0,0,31,0.0,F,Driving While License Revoked,9,1,242,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Male,41,25 - 45,Hispanic,0,0,0,19,-1.0,F,Felony Petit Theft,10,1,42,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,48,Greater than 45,African-American,0,0,0,0,0.0,M,Felony Battery (Dom Strang),1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,24,Less than 25,African-American,0,0,2,1,0.0,M,Susp Drivers Lic 1st Offense,2,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Female,26,25 - 45,African-American,0,0,0,0,-1.0,F,Grand Theft in the 3rd Degree,4,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,24,Less than 25,African-American,0,0,0,1,279.0,F,Aggravated Assault W/dead Weap,3,0,14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,49,Greater than 45,Caucasian,0,0,0,3,-1.0,F,Possession of Cocaine,8,1,34,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Female,25,25 - 45,African-American,0,0,0,5,-1.0,F,Agg Battery Grt/Bod/Harm,9,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,42,25 - 45,Other,0,0,0,2,496.0,M,Crim Attempt/Solicit/Consp,3,0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Male,51,Greater than 45,African-American,0,0,0,3,-18.0,F,DWI w/Inj Susp Lic / Habit Off,3,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,63,Greater than 45,Caucasian,0,0,0,1,-1.0,F,arrest case no charge,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,21,Less than 25,African-American,0,0,0,0,-1.0,F,Battery on Law Enforc Officer,4,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,27,25 - 45,Caucasian,0,0,0,2,0.0,F,Possession of Cocaine,5,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Female,26,25 - 45,African-American,0,0,0,9,404.0,M,Driving License Suspended,6,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Female,24,Less than 25,Caucasian,0,0,0,0,-1.0,M,Possess Cannabis/20 Grams Or Less,10,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,31,25 - 45,African-American,0,0,0,1,-27.0,M,Battery,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,27,25 - 45,Hispanic,0,0,1,6,-1.0,F,Driving While License Revoked,4,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Male,27,25 - 45,Caucasian,0,0,0,1,-1.0,M,Possess Cannabis/20 Grams Or Less,7,1,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,60,Greater than 45,African-American,0,0,0,1,-1.0,F,arrest case no charge,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Male,25,25 - 45,African-American,0,0,2,0,0.0,M,DUI Property Damage/Injury,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Male,61,Greater than 45,Caucasian,0,0,0,0,-1.0,M,Driving Under The Influence,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Male,24,Less than 25,Caucasian,0,0,0,2,-27.0,F,Possession Of Alprazolam,6,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,30,25 - 45,Caucasian,0,0,0,2,-1.0,F,arrest case no charge,3,0,63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,25,25 - 45,African-American,0,0,0,5,-1.0,F,Deliver Cocaine,8,0,35,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,22,Less than 25,African-American,0,0,1,0,0.0,F,Pos Cannabis W/Intent Sel/Del,7,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Female,27,25 - 45,Hispanic,0,0,0,0,0.0,M,Battery,2,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Female,24,Less than 25,Caucasian,0,0,0,0,-1.0,F,Uttering a Forged Instrument,8,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,30,25 - 45,Caucasian,0,0,0,4,-140.0,F,False Imprisonment,2,0,62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Male,25,25 - 45,African-American,0,0,0,2,-1.0,F,Pos Cannabis W/Intent Sel/Del,5,0,26,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
