,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,two_year_recid,decile_score,sex_Male,age_cat_Greater than 45,age_cat_Less than 25,c_charge_degree_M,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other
1045,22,0,0,0,0,-1.0,0,3,True,False,True,True,False,False,True,False,False
1046,31,0,0,0,0,-1.0,0,8,False,False,False,False,False,False,False,False,False
1047,26,0,0,0,4,0.0,1,7,False,False,False,False,False,False,False,False,False
1048,50,0,0,0,30,-1.0,1,6,False,True,False,True,False,True,False,False,False
1049,47,0,0,0,4,0.0,0,3,True,True,False,False,False,False,False,False,False
1050,36,0,0,0,2,-2.0,0,3,True,False,False,False,False,False,False,False,False
1051,38,0,0,0,0,-1.0,0,1,False,False,False,False,False,True,False,False,False
1052,35,0,0,0,0,-1.0,0,1,True,False,False,False,False,False,False,False,True
1053,53,0,0,0,0,-1.0,0,1,True,True,False,False,False,True,False,False,False
1054,53,0,0,0,2,-1.0,0,3,True,True,False,False,False,False,False,False,False
1055,57,0,0,0,19,-1.0,0,7,True,True,False,False,False,False,False,False,False
1056,22,0,0,0,5,-1.0,1,8,True,False,True,False,False,False,False,False,False
1057,21,0,0,0,0,-5.0,1,10,True,False,True,False,False,False,False,False,False
1058,26,0,0,0,0,-1.0,1,3,True,False,False,False,False,False,False,False,False
1059,24,0,0,0,1,279.0,0,3,False,False,True,False,False,False,False,False,False
1060,27,0,0,0,2,-1.0,0,5,True,False,False,False,False,False,False,False,False
1061,49,0,0,0,4,0.0,0,5,False,True,False,False,False,True,False,False,False
1062,47,0,0,0,1,-1.0,1,3,True,True,False,False,False,True,False,False,False
1063,30,0,0,0,8,-1.0,1,10,True,False,False,False,False,False,False,False,False
1064,44,0,0,0,3,0.0,0,1,True,False,False,False,False,True,False,False,False
1065,34,0,0,0,1,-17.0,0,1,True,False,False,False,False,False,False,False,False
1066,45,0,0,0,10,-1.0,1,3,True,True,False,False,False,False,False,False,False
1067,38,0,0,0,0,-1.0,0,4,True,False,False,False,False,False,True,False,False
1068,50,0,0,0,2,0.0,0,1,True,True,False,True,False,True,False,False,False
1069,29,0,0,0,1,0.0,0,6,True,False,False,True,False,True,False,False,False
1070,26,0,0,0,0,0.0,0,4,True,False,False,False,False,True,False,False,False
1071,44,0,0,0,2,,0,1,True,False,False,True,False,False,True,False,False
1072,22,0,0,0,1,-1.0,1,6,False,False,True,False,False,False,False,False,False
1073,47,0,0,0,0,0.0,0,1,True,True,False,True,False,False,True,False,False
1074,49,0,0,0,0,0.0,0,1,True,True,False,False,False,True,False,False,False
1075,49,0,0,0,1,0.0,1,3,True,True,False,False,False,False,False,False,False
1076,59,0,0,0,2,0.0,0,1,True,True,False,False,False,True,False,False,False
1077,32,0,0,0,6,-29.0,0,5,True,False,False,True,False,True,False,False,False
1078,24,0,0,2,1,0.0,1,2,True,False,True,True,False,False,False,False,False
1079,40,0,0,0,0,-2.0,0,2,True,False,False,True,False,False,True,False,False
1080,32,0,0,0,0,0.0,0,1,True,False,False,False,False,False,False,False,False
1081,54,0,0,0,0,0.0,0,1,False,True,False,True,False,False,True,False,False
1082,27,0,0,1,9,-1.0,1,10,True,False,False,False,False,False,False,False,False
1083,40,0,0,0,1,,0,1,False,False,False,True,False,False,True,False,False
1084,25,0,0,0,2,0.0,0,8,True,False,False,True,False,True,False,False,False
1085,34,0,0,0,1,,0,6,True,False,False,True,False,False,False,False,False
1086,62,0,0,0,2,-42.0,1,1,False,True,False,False,False,True,False,False,False
1087,20,0,0,0,0,-1.0,1,5,True,False,True,True,False,True,False,False,False
1088,37,2,0,0,18,-1.0,0,9,True,False,False,True,False,False,False,False,False
1089,30,0,0,0,5,0.0,1,10,False,False,False,False,False,True,False,False,False
1090,23,0,0,0,1,0.0,1,6,True,False,True,False,False,False,False,False,False
1091,20,0,0,0,0,0.0,0,8,False,False,True,False,False,False,False,False,False
1092,29,0,0,0,7,-67.0,1,7,True,False,False,True,False,True,False,False,False
1093,24,0,0,0,1,-59.0,0,2,True,False,True,False,False,False,False,False,False
1094,54,0,0,0,1,-48.0,0,3,False,True,False,True,False,True,False,False,False
1095,66,0,0,0,3,-36.0,0,1,True,True,False,False,False,False,False,False,False
1096,50,0,0,0,8,-14.0,0,2,True,True,False,False,False,True,False,False,False
1097,50,0,0,0,7,-1.0,0,2,True,True,False,False,False,False,False,False,False
1098,40,0,0,0,3,-1.0,0,1,True,False,False,False,False,True,False,False,False
1099,30,0,0,0,4,213.0,1,7,False,False,False,True,False,False,False,False,False
1100,24,0,0,0,2,-1.0,0,7,False,False,True,False,False,True,False,False,False
1101,24,0,0,0,0,0.0,1,6,True,False,True,False,False,False,True,False,False
1102,23,0,0,0,3,-1.0,1,5,False,False,True,False,False,False,False,False,False
1103,24,0,0,0,4,,1,8,True,False,True,True,False,False,False,False,False
1104,54,0,0,0,3,-1.0,1,1,True,True,False,True,False,True,False,False,False
1105,25,0,0,2,4,-10.0,0,10,True,False,False,True,False,True,False,False,False
1106,46,0,0,0,1,-2.0,0,1,True,True,False,True,False,True,False,False,False
1107,35,0,0,0,10,-40.0,0,8,False,False,False,False,False,False,True,False,False
1108,25,0,0,0,1,-1.0,0,5,True,False,False,False,False,False,False,False,True
1109,22,0,0,0,0,-1.0,0,3,False,False,True,True,False,True,False,False,False
1110,32,0,0,0,1,-1.0,0,2,False,False,False,False,False,True,False,False,False
1111,25,0,0,0,0,-1.0,1,3,True,False,False,True,False,False,False,False,False
1112,22,0,0,0,3,50.0,1,8,True,False,True,False,False,False,False,False,False
1113,33,0,0,0,16,-2.0,1,9,True,False,False,False,False,False,False,False,False
1114,49,0,0,0,0,127.0,1,1,False,True,False,True,False,True,False,False,False
1115,30,0,0,0,10,92.0,0,5,True,False,False,False,False,False,False,False,False
1116,33,0,0,0,4,-1.0,1,5,True,False,False,True,False,False,False,False,False
1117,24,0,0,0,0,0.0,0,2,True,False,True,False,False,False,False,False,False
1118,33,0,0,1,12,-1.0,1,9,True,False,False,True,False,False,False,False,False
1119,37,0,0,0,0,-1.0,0,2,True,False,False,True,False,True,False,False,False
1120,40,0,0,0,0,0.0,0,1,False,False,False,True,False,True,False,False,False
1121,27,0,0,0,1,506.0,0,10,True,False,False,False,False,True,False,False,False
1122,43,0,0,0,9,-1.0,1,6,True,False,False,False,False,False,False,False,False
1123,26,0,0,0,11,-56.0,0,4,True,False,False,False,False,True,False,False,False
1124,35,0,0,0,5,-1.0,1,6,True,False,False,False,False,False,False,False,False
1125,25,0,1,0,11,-1.0,1,9,True,False,False,False,False,False,False,False,False
1126,61,0,0,0,1,0.0,1,1,True,True,False,False,False,False,False,False,False
1127,53,0,0,0,1,-246.0,1,6,True,True,False,False,False,True,False,False,False
1128,27,0,0,0,0,,0,3,False,False,False,False,False,False,True,False,False
1129,52,0,0,0,1,-28.0,0,1,False,True,False,False,False,False,False,False,False
1130,26,0,0,0,7,81.0,1,9,True,False,False,True,False,True,False,False,False
1131,39,0,0,0,1,0.0,1,2,True,False,False,True,False,False,False,False,False
1132,47,0,0,0,5,-1.0,0,4,True,True,False,False,False,False,False,False,False
1133,50,0,0,0,1,,0,1,True,True,False,False,False,True,False,False,False
1134,52,0,0,0,6,0.0,0,7,False,True,False,True,False,True,False,False,False
1135,41,0,0,0,0,,0,1,False,False,False,True,False,True,False,False,False
1136,37,0,0,0,0,0.0,0,1,True,False,False,True,False,True,False,False,False
1137,24,0,0,0,0,-1.0,0,7,False,False,True,False,False,False,False,False,False
1138,34,0,0,0,14,-1.0,0,9,False,False,False,False,False,False,False,False,False
1139,24,0,0,0,5,86.0,1,6,True,False,True,False,False,False,False,False,False
1140,20,0,0,0,0,-1.0,1,4,True,False,True,True,False,False,False,False,True
1141,25,0,0,0,1,0.0,1,3,True,False,False,True,False,True,False,False,False
1142,31,0,0,0,3,-37.0,0,5,True,False,False,True,False,True,False,False,False
1143,62,0,0,0,0,0.0,0,1,False,True,False,True,False,True,False,False,False
1144,23,0,0,0,0,-1.0,1,3,True,False,True,False,False,True,False,False,False
1145,60,0,0,0,0,0.0,0,7,False,True,False,False,False,True,False,False,False
1146,35,0,0,0,0,-1.0,0,1,True,False,False,True,False,True,False,False,False
1147,24,0,0,0,0,-1.0,0,7,False,False,True,False,False,False,False,False,False
1148,56,0,0,0,1,-60.0,1,2,False,True,False,False,False,True,False,False,False
1149,30,0,0,0,0,0.0,0,1,True,False,False,True,False,True,False,False,False
1150,41,0,0,0,17,171.0,1,9,True,False,False,True,False,True,False,False,False
1151,35,0,0,0,4,-1.0,1,5,True,False,False,False,False,True,False,False,False
1152,28,0,0,0,0,-1.0,0,4,False,False,False,True,False,True,False,False,False
1153,23,0,1,0,1,689.0,0,10,True,False,True,True,False,False,False,False,False
1154,56,0,0,0,0,-1.0,0,1,True,True,False,False,False,False,False,False,False
1155,23,0,0,0,2,-1.0,1,2,True,False,True,False,False,False,False,False,False
1156,20,0,0,0,0,-1.0,1,3,True,False,True,False,False,False,True,False,False
1157,37,0,1,0,4,,0,2,True,False,False,False,False,False,True,False,False
1158,23,0,1,0,1,-1.0,0,2,True,False,True,True,False,True,False,False,False
1159,21,0,0,0,0,0.0,1,9,True,False,True,False,False,False,False,False,False
1160,21,1,2,2,3,539.0,0,7,False,False,True,False,False,False,False,False,False
1161,35,0,0,0,2,-1.0,0,5,False,False,False,False,False,False,False,False,False
1162,33,0,0,0,3,0.0,0,3,True,False,False,True,False,True,False,False,False
1163,21,0,0,0,0,-1.0,0,4,True,False,True,False,False,False,True,False,False
1164,41,2,1,0,9,-1.0,0,9,True,False,False,True,False,False,False,False,False
1165,24,0,0,0,0,-1.0,0,5,True,False,True,False,False,False,False,False,False
1166,20,0,0,0,2,9.0,1,10,True,False,True,False,False,False,True,False,False
1167,28,0,0,0,9,-1.0,1,8,True,False,False,False,False,False,False,False,False
1168,25,0,0,0,7,0.0,0,9,True,False,False,False,False,False,False,True,False
1169,49,0,0,0,3,0.0,0,2,True,True,False,False,False,False,False,False,False
1170,22,0,0,0,0,0.0,0,6,False,False,True,False,False,False,True,False,False
1171,21,0,0,0,0,-1.0,1,3,True,False,True,False,False,False,False,False,False
1172,27,0,0,0,3,-1.0,1,9,False,False,False,False,False,False,False,False,False
1173,32,0,0,0,4,302.0,1,7,True,False,False,False,False,False,False,False,False
1174,50,0,0,0,4,-3.0,0,5,True,True,False,True,False,False,False,False,False
1175,23,0,0,0,0,0.0,0,3,False,False,True,True,False,False,False,False,False
1176,34,0,0,0,0,-1.0,0,4,True,False,False,True,False,True,False,False,False
1177,35,0,0,0,1,,0,4,True,False,False,True,False,False,False,False,False
1178,25,0,0,1,4,-1.0,1,5,True,False,False,False,False,False,False,False,False
1179,33,0,0,0,2,-1.0,1,5,False,False,False,False,False,True,False,False,False
1180,25,0,0,0,1,-1.0,1,4,True,False,False,True,False,False,False,False,True
1181,30,0,0,0,0,-1.0,0,1,True,False,False,True,False,False,True,False,False
1182,42,0,0,0,0,-1.0,0,2,True,False,False,True,False,False,False,True,False
1183,29,0,0,0,11,-3.0,1,10,False,False,False,False,False,True,False,False,False
1184,32,0,0,0,6,-1.0,1,4,False,False,False,False,False,False,False,False,False
1185,24,0,0,0,5,-1.0,0,6,True,False,True,False,False,False,False,False,True
1186,52,0,0,0,3,-1.0,0,1,True,True,False,False,False,False,False,False,False
1187,26,0,0,0,3,-1.0,0,3,False,False,False,True,False,True,False,False,False
1188,31,0,0,0,2,-1.0,1,3,True,False,False,False,False,True,False,False,False
1189,38,0,0,0,0,0.0,0,1,True,False,False,False,False,False,True,False,False
1190,47,0,0,0,2,,0,1,True,True,False,True,False,True,False,False,False
1191,25,0,0,0,5,77.0,0,7,True,False,False,False,False,False,False,False,False
1192,30,0,0,0,0,0.0,0,5,False,False,False,False,False,True,False,False,False
1193,20,0,0,0,0,-1.0,1,10,True,False,True,True,False,False,False,False,False
1194,29,0,0,0,2,64.0,0,10,False,False,False,False,False,False,False,False,False
1195,24,0,0,0,0,-1.0,0,3,True,False,True,False,True,False,False,False,False
1196,31,0,0,0,0,-1.0,0,4,True,False,False,False,False,True,False,False,False
1197,54,0,0,0,12,-175.0,0,2,False,True,False,False,False,True,False,False,False
1198,37,0,0,0,1,-25.0,0,3,False,False,False,True,False,True,False,False,False
1199,43,0,0,0,0,-4.0,1,2,True,False,False,True,False,False,True,False,False
1200,49,0,0,0,8,0.0,1,6,True,True,False,False,False,True,False,False,False
1201,33,0,0,0,1,-2.0,0,2,False,False,False,False,False,False,False,False,False
1202,20,0,0,0,1,-83.0,0,9,True,False,True,False,False,False,False,False,False
1203,42,0,0,0,0,0.0,0,1,True,False,False,True,False,False,False,False,False
1204,44,0,0,0,0,-1.0,1,2,True,False,False,False,False,True,False,False,False
1205,28,0,0,0,5,-1.0,1,6,True,False,False,False,False,False,False,False,False
1206,32,0,0,0,4,-1.0,1,6,True,False,False,False,False,False,False,False,False
1207,28,0,0,0,7,-1.0,1,7,True,False,False,False,False,False,False,False,False
1208,38,0,0,0,0,0.0,0,4,True,False,False,False,False,True,False,False,False
1209,38,0,0,0,3,-1.0,0,4,True,False,False,False,False,False,False,False,False
1210,21,0,0,0,1,-301.0,0,4,True,False,True,False,False,True,False,False,False
1211,34,0,0,0,0,-1.0,0,3,False,False,False,True,False,False,False,False,False
1212,21,0,0,0,1,-1.0,1,6,True,False,True,False,False,True,False,False,False
1213,36,0,0,0,1,-1.0,1,8,True,False,False,False,False,False,False,False,False
1214,29,0,0,0,0,-1.0,1,2,True,False,False,True,False,False,False,False,False
1215,34,0,0,1,3,-1.0,1,6,True,False,False,False,False,False,False,False,False
1216,38,0,0,0,1,-1.0,0,2,True,False,False,True,False,False,False,False,False
1217,36,0,0,0,0,-1.0,0,1,True,False,False,False,False,True,False,False,False
1218,32,0,0,0,0,-6.0,0,2,True,False,False,True,False,False,True,False,False
1219,23,0,0,0,0,-1.0,0,9,True,False,True,True,False,False,False,False,False
1220,47,0,0,0,0,-1.0,0,1,True,True,False,True,False,True,False,False,False
1221,20,0,0,0,0,0.0,0,3,True,False,True,False,False,False,False,False,False
1222,25,0,0,0,2,-1.0,1,8,False,False,False,False,False,False,False,False,False
1223,35,0,0,0,0,-1.0,0,1,True,False,False,True,False,False,False,False,False
1224,30,0,0,0,1,-82.0,0,3,False,False,False,False,False,True,False,False,False
1225,28,0,0,0,1,-1.0,0,4,False,False,False,True,False,True,False,False,False
1226,30,0,0,0,2,-37.0,1,8,True,False,False,True,False,True,False,False,False
1227,45,0,0,0,3,336.0,0,3,False,True,False,True,False,True,False,False,False
1228,24,0,0,0,2,-1.0,1,5,True,False,True,True,False,False,False,False,False
1229,22,0,0,0,0,-1.0,0,9,True,False,True,False,False,False,False,False,False
1230,20,0,8,1,8,-1.0,1,10,True,False,True,False,False,False,False,False,True
1231,42,0,0,0,0,31.0,1,1,False,False,False,True,False,False,False,False,False
1232,24,1,1,0,8,-54.0,1,9,True,False,True,False,False,False,False,False,False
1233,40,0,0,0,0,0.0,0,1,True,False,False,True,False,False,True,False,False
1234,27,0,0,0,1,-1.0,0,4,True,False,False,False,False,False,False,False,True
1235,60,0,0,0,12,-1.0,0,3,True,True,False,False,False,False,False,False,False
1236,33,0,0,0,6,-1.0,0,5,True,False,False,True,False,False,False,False,False
1237,34,0,0,0,2,-1.0,1,4,True,False,False,True,False,False,False,False,False
1238,24,0,0,0,4,-1.0,0,8,True,False,True,True,False,True,False,False,False
1239,27,0,0,0,0,-1.0,1,2,True,False,False,True,False,False,False,False,False
1240,29,1,1,1,4,0.0,1,10,True,False,False,False,False,False,False,False,False
1241,21,1,0,1,1,0.0,1,7,True,False,True,False,False,True,False,False,False
1242,32,0,0,0,0,-1.0,0,1,True,False,False,True,False,False,True,False,False
1243,30,0,0,0,10,123.0,1,5,True,False,False,False,False,True,False,False,False
1244,42,0,0,0,0,-1.0,1,1,False,False,False,False,False,True,False,False,False
1245,32,0,0,0,1,0.0,0,4,True,False,False,False,False,False,False,False,False
1246,27,0,0,0,0,-2.0,0,1,True,False,False,False,False,False,False,False,True
1247,30,0,0,0,3,-1.0,0,4,True,False,False,True,False,True,False,False,False
1248,22,0,0,0,1,-1.0,1,3,True,False,True,False,False,False,False,False,False
1249,20,0,0,0,0,-2.0,1,10,True,False,True,True,False,True,False,False,False
1250,57,0,0,0,0,0.0,0,2,True,True,False,True,False,True,False,False,False
1251,51,0,0,0,3,-1.0,1,1,True,True,False,False,False,True,False,False,False
1252,21,0,0,0,0,-1.0,0,4,True,False,True,False,False,False,False,False,False
1253,22,0,0,0,0,-1.0,0,5,True,False,True,False,False,False,False,False,False
1254,35,0,0,0,4,-1.0,1,8,True,False,False,False,False,False,False,False,False
1255,54,0,0,0,1,-95.0,0,2,False,True,False,False,False,True,False,False,False
1256,58,0,0,0,2,-9.0,0,3,True,True,False,False,False,True,False,False,False
1257,32,0,0,0,0,-1.0,1,1,False,False,False,False,False,True,False,False,False
1258,39,0,0,0,22,-49.0,1,6,False,False,False,False,False,False,False,False,False
1259,30,0,0,0,9,-1.0,1,6,True,False,False,True,False,True,False,False,False
1260,20,0,0,0,0,-1.0,1,10,True,False,True,False,False,False,False,False,False
1261,40,0,0,0,0,-1.0,0,1,True,False,False,True,False,False,False,False,True
1262,45,0,0,0,5,-1.0,0,2,False,True,False,True,False,True,False,False,False
1263,31,0,0,0,4,-1.0,1,3,True,False,False,False,False,False,False,False,False
1264,23,0,0,0,4,-27.0,0,9,True,False,True,False,False,False,True,False,False
1265,26,0,0,0,0,-1.0,1,5,True,False,False,True,False,False,True,False,False
1266,53,0,0,0,1,-1.0,0,3,False,True,False,True,False,True,False,False,False
1267,44,0,0,0,0,-1.0,0,1,True,False,False,True,False,True,False,False,False
1268,44,0,0,0,1,-6.0,0,5,False,False,False,True,False,True,False,False,False
1269,21,0,0,0,0,-1.0,1,2,True,False,True,False,False,True,False,False,False
1270,28,0,0,0,0,0.0,0,1,True,False,False,True,False,False,False,False,False
1271,28,0,0,0,2,-1.0,0,1,True,False,False,True,False,True,False,False,False
1272,24,0,0,0,0,-1.0,1,3,True,False,True,False,False,False,False,False,False
1273,28,0,0,0,0,0.0,0,2,True,False,False,False,False,False,False,False,False
1274,53,0,0,0,4,0.0,0,1,True,True,False,False,False,True,False,False,False
1275,47,0,0,0,1,-1.0,0,5,True,True,False,False,False,False,True,False,False
1276,20,0,0,0,1,-24.0,0,3,True,False,True,False,False,False,False,False,False
1277,21,0,0,0,0,-6.0,0,6,True,False,True,True,False,False,False,False,False
1278,30,0,0,0,1,-1.0,1,2,True,False,False,False,False,False,False,False,True
1279,37,0,0,0,1,-1.0,1,1,True,False,False,True,False,True,False,False,False
1280,60,0,0,0,1,-18.0,0,1,True,True,False,False,False,False,True,False,False
1281,26,0,0,0,1,-1.0,1,2,True,False,False,True,False,False,True,False,False
1282,30,0,0,0,0,-1.0,0,1,True,False,False,True,False,True,False,False,False
1283,26,0,0,0,2,-1.0,1,8,True,False,False,False,False,True,False,False,False
1284,26,0,0,0,5,-1.0,1,9,False,False,False,False,False,False,False,False,False
1285,21,0,0,0,0,-1.0,0,5,True,False,True,False,False,False,True,False,False
1286,39,0,0,0,1,-1.0,0,2,False,False,False,False,False,False,False,False,False
1287,30,0,0,0,0,-1.0,0,2,True,False,False,False,False,False,False,False,True
1288,44,0,0,0,2,-1.0,0,5,True,False,False,False,False,False,False,False,False
1289,45,0,0,0,0,-1.0,0,2,True,True,False,True,False,True,False,False,False
1290,30,0,0,0,1,-1.0,0,1,True,False,False,False,False,False,False,False,False
1291,38,0,0,0,2,0.0,0,1,True,False,False,False,True,False,False,False,False
1292,23,0,0,0,6,-1.0,1,5,True,False,True,False,False,True,False,False,False
1293,37,0,0,0,1,-139.0,0,4,True,False,False,False,False,False,False,False,False
1294,46,0,0,0,0,-1.0,0,1,True,True,False,True,True,False,False,False,False
1295,42,0,0,0,0,-1.0,0,1,True,False,False,False,False,False,False,False,False
1296,20,0,0,0,0,32.0,1,8,False,False,True,False,False,False,False,False,False
1297,65,0,0,0,2,-84.0,0,1,True,True,False,True,False,True,False,False,False
1298,54,0,0,0,4,-1.0,0,2,True,True,False,True,False,True,False,False,False
1299,47,0,0,0,7,-1.0,1,1,True,True,False,False,False,False,False,False,False
1300,39,0,0,0,5,-49.0,1,9,True,False,False,False,False,False,False,False,False
1301,26,0,0,0,0,-3.0,1,7,True,False,False,False,False,True,False,False,False
1302,29,0,0,0,7,-1.0,1,10,True,False,False,True,False,True,False,False,False
1303,51,0,0,0,7,-1.0,1,1,True,True,False,False,False,True,False,False,False
1304,44,0,0,0,0,0.0,0,1,True,False,False,True,False,False,False,False,False
1305,49,0,0,0,12,-24.0,0,5,True,True,False,True,False,True,False,False,False
1306,22,0,0,0,0,-1.0,1,8,True,False,True,False,False,False,False,False,False
1307,32,0,0,0,4,-1.0,1,4,True,False,False,True,False,False,False,False,False
1308,27,0,0,0,0,-1.0,0,3,True,False,False,True,False,False,False,False,False
1309,30,0,0,0,0,-1.0,0,2,True,False,False,True,False,True,False,False,False
1310,22,0,3,1,6,,1,10,True,False,True,False,False,False,False,False,False
1311,20,2,0,0,2,-56.0,1,8,True,False,True,False,False,False,False,False,False
1312,28,0,0,0,11,0.0,0,7,True,False,False,True,False,False,True,False,False
1313,45,0,0,0,0,-1.0,0,1,True,True,False,True,False,False,False,False,True
1314,51,0,0,0,5,0.0,0,5,False,True,False,False,False,True,False,False,False
1315,27,0,0,0,4,-1.0,1,2,True,False,False,False,False,False,False,False,False
1316,32,0,0,0,0,-1.0,1,7,True,False,False,False,False,False,False,False,False
1317,43,0,0,0,2,-1.0,0,3,True,False,False,False,False,False,False,False,False
1318,63,0,0,0,1,,0,4,False,True,False,False,False,False,False,False,False
1319,37,0,0,0,2,-1.0,0,2,True,False,False,False,False,True,False,False,False
1320,26,0,0,0,0,-1.0,1,4,True,False,False,False,False,False,False,False,False
1321,32,1,2,0,17,84.0,1,10,True,False,False,False,False,False,False,False,False
1322,26,0,0,0,0,-1.0,0,2,True,False,False,True,False,False,False,False,False
1323,32,0,0,0,4,0.0,0,3,True,False,False,False,False,False,False,False,True
1324,39,0,0,0,3,-21.0,0,4,True,False,False,False,False,False,True,False,False
1325,58,0,0,0,4,-1.0,0,1,False,True,False,False,False,False,False,False,False
1326,33,0,0,0,0,-1.0,0,2,True,False,False,True,False,False,False,False,True
1327,22,0,0,1,1,-22.0,0,3,False,False,True,True,False,True,False,False,False
1328,26,0,0,0,6,-105.0,1,5,True,False,False,True,False,False,False,False,False
1329,21,2,0,1,2,-1.0,1,10,True,False,True,False,False,False,False,False,False
1330,29,0,0,0,1,,1,4,False,False,False,False,False,False,False,False,False
1331,31,0,0,0,0,0.0,1,7,True,False,False,False,False,True,False,False,False
1332,43,0,0,0,2,-10.0,0,1,True,False,False,False,False,True,False,False,False
1333,23,0,0,0,0,-1.0,0,7,True,False,True,True,False,False,False,False,False
1334,25,0,0,0,0,-1.0,0,2,True,False,False,False,False,True,False,False,False
1335,22,0,0,0,6,-1.0,0,9,True,False,True,False,False,False,False,False,False
1336,30,0,0,0,6,-1.0,0,4,True,False,False,False,False,False,False,False,False
1337,25,0,3,1,15,-1.0,1,9,True,False,False,False,False,False,False,False,False
1338,20,0,0,1,0,-1.0,1,7,True,False,True,False,False,False,False,False,False
1339,39,0,0,0,0,-1.0,0,1,True,False,False,False,False,False,True,False,False
1340,31,0,0,0,3,716.0,1,5,True,False,False,False,False,False,False,False,False
1341,33,0,0,0,1,-1.0,1,2,True,False,False,False,False,False,False,False,False
1342,59,0,0,0,1,-1.0,0,4,True,True,False,False,False,False,False,False,False
1343,21,0,0,2,1,-8.0,0,9,True,False,True,False,False,False,True,False,False
1344,53,0,0,0,8,-1.0,1,6,True,True,False,False,False,False,False,False,False
1345,34,0,0,0,2,-1.0,0,2,True,False,False,True,False,True,False,False,False
1346,36,0,0,0,6,-25.0,0,4,True,False,False,False,False,True,False,False,False
1347,23,0,0,0,0,-1.0,0,3,True,False,True,False,False,False,False,False,False
1348,32,0,0,0,2,0.0,0,8,True,False,False,True,False,False,False,False,False
1349,32,0,0,0,11,-1.0,1,9,True,False,False,True,False,False,False,False,False
1350,66,0,0,0,1,-46.0,0,1,False,True,False,True,False,True,False,False,False
1351,66,0,0,0,0,-1.0,0,1,True,True,False,True,False,False,False,False,True
1352,24,0,0,0,0,-1.0,0,6,False,False,True,True,False,True,False,False,False
1353,30,0,0,0,7,-1.0,1,10,True,False,False,False,False,False,False,False,False
1354,28,0,0,0,1,-1.0,0,7,True,False,False,True,False,False,False,False,False
1355,43,0,0,0,4,0.0,1,5,True,False,False,False,False,True,False,False,False
1356,35,0,0,0,3,-1.0,0,2,True,False,False,True,False,False,False,False,False
1357,19,3,0,0,2,-21.0,1,8,True,False,True,False,False,False,False,False,False
1358,33,0,0,0,0,,1,2,True,False,False,False,False,True,False,False,False
1359,22,0,0,0,1,-1.0,1,6,True,False,True,True,False,False,False,False,False
1360,29,0,0,0,0,0.0,0,1,True,False,False,False,False,False,False,False,False
1361,23,0,0,0,0,-1.0,0,4,False,False,True,True,False,False,False,False,False
1362,62,0,0,0,15,-36.0,0,9,True,True,False,False,False,False,False,False,False
1363,33,0,0,0,0,-2.0,0,2,False,False,False,True,False,True,False,False,False
1364,35,0,0,0,1,0.0,0,4,True,False,False,True,False,False,False,False,False
1365,53,0,0,0,0,0.0,0,1,True,True,False,False,False,True,False,False,False
1366,59,0,0,0,17,-25.0,1,6,True,True,False,False,False,True,False,False,False
1367,48,0,0,0,0,-1.0,0,1,False,True,False,True,False,True,False,False,False
1368,33,0,0,0,1,-10.0,0,2,False,False,False,False,False,False,False,False,False
1369,44,0,0,0,0,0.0,0,1,True,False,False,True,False,True,False,False,False
1370,31,0,0,0,10,-18.0,1,2,True,False,False,False,False,True,False,False,False
1371,28,0,0,1,2,-1.0,1,4,True,False,False,False,False,False,False,False,False
1372,56,0,0,0,9,-147.0,0,1,True,True,False,False,False,False,False,False,True
1373,51,0,0,0,1,-18.0,0,1,True,True,False,False,False,False,True,False,False
1374,23,0,0,0,0,0.0,1,7,True,False,True,False,False,False,False,False,False
1375,21,0,0,0,0,0.0,0,7,True,False,True,False,False,False,True,False,False
1376,26,0,0,0,0,0.0,0,5,True,False,False,False,False,True,False,False,False
1377,22,0,3,0,3,0.0,0,9,True,False,True,False,False,False,False,False,False
1378,29,0,0,0,0,-1.0,0,2,True,False,False,True,False,False,False,False,False
1379,20,0,1,1,2,-1.0,1,9,True,False,True,False,False,False,False,False,False
1380,44,0,0,0,0,-1.0,0,1,True,False,False,True,False,True,False,False,False
1381,41,0,0,0,2,-1.0,0,5,True,False,False,False,False,False,False,False,False
1382,28,0,0,1,4,0.0,0,4,False,False,False,False,False,False,False,False,False
1383,27,0,0,0,1,-1.0,1,6,True,False,False,True,False,True,False,False,False
1384,31,0,0,0,7,-1.0,0,3,True,False,False,True,False,True,False,False,False
1385,23,0,0,0,5,-105.0,1,8,True,False,True,False,False,True,False,False,False
1386,33,0,0,0,16,-243.0,1,7,True,False,False,True,False,False,False,False,False
1387,26,0,0,0,3,-21.0,1,3,True,False,False,False,False,False,False,False,False
1388,20,0,0,2,0,-1.0,0,4,True,False,True,False,False,False,False,False,False
1389,55,0,0,0,2,-1.0,1,1,True,True,False,True,False,True,False,False,False
1390,36,0,0,0,0,0.0,0,8,True,False,False,False,False,False,False,False,False
1391,48,0,0,0,4,-1.0,1,1,True,True,False,False,False,False,False,False,True
1392,22,0,0,0,5,-1.0,1,4,True,False,True,False,False,False,False,False,True
1393,23,1,0,0,1,-1.0,0,9,True,False,True,True,False,False,False,False,False
1394,34,0,2,1,19,-1.0,1,10,True,False,False,False,False,False,False,False,False
