age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,days_b_screening_arrest,is_recid,c_charge_desc
20,0,0,0,0,0.0,0,Possession of Cocaine
29,0,0,0,0,-1.0,0,Felony Battery (Dom Strang)
28,3,0,0,0,,0,arrest case no charge
67,0,0,0,0,-1.0,0,Battery
46,1,0,0,0,,0,Driving License Suspended
25,0,0,0,0,-1.0,0,Child Abuse
24,8,0,2,1,-1.0,1,arrest case no charge
29,3,0,0,0,-1.0,0,Uttering a Forged Instrument
45,2,0,0,0,-1.0,0,Carry Open/Uncov Bev In Pub
31,5,0,0,0,-1.0,1,arrest case no charge
23,0,0,0,0,-1.0,1,Aggravated Assault W/Dead Weap
21,0,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
61,0,0,0,0,-1.0,0,Driving Under The Influence
51,5,0,0,0,-1.0,1,Battery
32,1,0,0,0,-15.0,0,Robbery W/Firearm
43,9,0,0,0,-2.0,0,Possession of Hydrocodone
32,0,0,0,0,-1.0,0,Battery
36,0,0,0,0,-1.0,0,Felony Driving While Lic Suspd
58,3,0,0,0,0.0,1,Felony Petit Theft
32,1,0,0,0,,0,Disorderly Conduct
57,12,0,0,0,-1.0,0,Possession of Cocaine
37,2,0,0,0,0.0,0,Possession Of Alprazolam
44,6,0,0,0,-1.0,0,arrest case no charge
51,8,0,0,0,,0,arrest case no charge
45,4,0,0,0,,0,Agg Assault Law Enforc Officer
28,9,0,0,2,112.0,0,Petit Theft
45,8,0,0,0,-1.0,1,arrest case no charge
48,1,0,0,0,-1.0,0,arrest case no charge
26,13,0,1,1,0.0,1,Driving While License Revoked
34,9,1,0,0,-1.0,1,Agg Assault W/int Com Fel Dome
25,0,0,0,0,-1.0,0,Aggrav Battery w/Deadly Weapon
31,8,0,0,0,-1.0,1,Battery
43,1,0,0,0,-1.0,0,arrest case no charge
30,0,0,0,0,0.0,0,Battery
50,0,0,0,0,-2.0,0,Driving Under The Influence
31,2,0,0,0,-1.0,0,Grand Theft (Motor Vehicle)
33,7,0,0,0,-6.0,0,Battery
32,1,0,0,0,-1.0,1,False Ownership Info/Pawn Item
46,0,0,0,0,0.0,1,Battery
22,0,0,0,0,-1.0,0,Crimin Mischief Damage $1000+
37,8,0,0,0,-1.0,1,Felony Driving While Lic Suspd
32,6,0,0,0,-1.0,1,arrest case no charge
23,2,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
21,0,0,0,0,0.0,0,Pos Cannabis W/Intent Sel/Del
22,1,0,0,0,,0,Grand Theft in the 3rd Degree
52,2,0,0,0,-1.0,0,arrest case no charge
49,2,0,0,0,-1.0,0,Battery
55,3,0,0,0,-1.0,1,Possession of Cocaine
22,0,0,0,0,-1.0,0,Uttering a Forged Instrument
45,0,0,0,0,-1.0,0,Grand Theft (Motor Vehicle)
31,7,0,0,0,-1.0,1,Felony Driving While Lic Suspd
22,0,0,0,1,-1.0,1,Petit Theft
28,5,0,0,0,-1.0,0,Possess Cannabis/20 Grams Or Less
21,1,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
37,2,0,0,1,-1.0,0,Exposes Culpable Negligence
30,21,0,2,0,-1.0,1,arrest case no charge
22,13,0,0,1,-1.0,1,Poss Cntrft Contr Sub w/Intent
35,23,0,1,0,-1.0,1,Poss Pyrrolidinovalerophenone
28,11,2,1,0,-1.0,0,Fleeing Or Attmp Eluding A Leo
24,1,0,0,0,-1.0,0,Driving While License Revoked
44,9,0,0,0,73.0,0,arrest case no charge
25,5,0,0,4,,0,arrest case no charge
32,24,1,3,0,-1.0,1,Driving While License Revoked
29,5,0,0,0,35.0,1,Att Burgl Unoccupied Dwel
24,1,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
57,19,0,0,0,-1.0,0,Felony Driving While Lic Suspd
21,0,0,0,0,-1.0,0,Prowling/Loitering
28,0,0,0,0,0.0,0,Counterfeit Lic Plates/Sticker
51,0,0,0,0,0.0,0,Battery
34,6,0,0,0,205.0,1,Possession of Cocaine
26,0,0,0,0,-1.0,1,Unlaw LicTag/Sticker Attach
20,0,0,0,3,-1.0,1,Possession of Butylone
25,6,0,1,0,-1.0,0,arrest case no charge
19,0,0,0,0,-1.0,1,Battery
49,1,0,0,0,-1.0,1,arrest case no charge
57,27,0,0,0,-9.0,0,arrest case no charge
27,0,0,0,0,0.0,0,Battery
66,1,0,0,0,-1.0,0,arrest case no charge
25,4,0,0,0,-46.0,1,arrest case no charge
21,0,0,0,0,0.0,0,arrest case no charge
45,1,0,0,0,0.0,0,Possession of Cocaine
38,6,0,0,0,-205.0,1,Aggravated Assault
37,24,2,3,0,-1.0,0,Burglary With Assault/battery
44,13,0,0,0,0.0,1,Crimin Mischief Damage $1000+
64,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
30,1,0,0,0,-1.0,1,Deliver Cocaine
61,1,0,0,0,-1.0,0,arrest case no charge
33,0,0,0,0,,0,Driving While License Revoked
49,8,0,0,0,-10.0,0,arrest case no charge
23,0,0,0,0,0.0,0,Tampering With Physical Evidence
33,14,0,0,0,-79.0,0,Resist Officer w/Violence
21,0,0,0,0,-2.0,1,Sale/Del Cannabis At/Near Scho
30,2,0,0,0,-1.0,1,Burglary Unoccupied Dwelling
26,7,0,0,1,0.0,0,Battery
35,3,0,0,0,-1.0,1,Battery
27,2,0,0,1,-1.0,1,Possess Cannabis/20 Grams Or Less
38,1,0,0,0,0.0,0,Battery
48,14,0,0,0,23.0,1,arrest case no charge
26,0,0,0,0,-1.0,0,Battery
24,4,0,1,0,-27.0,1,Possession of Cocaine
28,2,0,0,0,0.0,1,Possession Of Alprazolam
44,4,0,0,0,0.0,1,Possession of Cocaine
23,2,0,0,1,0.0,1,Poss of Firearm by Convic Felo
34,1,0,0,0,-1.0,1,arrest case no charge
20,1,0,1,0,-1.0,1,Burglary Conveyance Unoccup
63,23,0,0,0,-1.0,1,Felony Petit Theft
36,0,0,0,0,0.0,0,DUI Level 0.15 Or Minor In Veh
58,1,0,0,0,-1.0,0,arrest case no charge
25,7,0,0,0,463.0,1,arrest case no charge
46,5,0,0,0,125.0,0,arrest case no charge
35,4,0,0,0,-30.0,0,Felony Battery w/Prior Convict
23,3,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
40,1,0,0,0,-21.0,0,Attempted Robbery  No Weapon
31,3,0,0,0,-1.0,0,Tamper With Witness/Victim/CI
34,5,0,0,0,0.0,0,Live on Earnings of Prostitute
23,3,0,0,0,-1.0,1,Viol Prot Injunc Repeat Viol
27,0,0,0,0,-5.0,1,Fail Register Vehicle
26,3,0,0,0,-27.0,0,Burglary With Assault/battery
49,1,0,0,0,0.0,0,Felony Battery (Dom Strang)
47,0,0,0,0,0.0,0,Battery
45,1,0,0,0,,0,arrest case no charge
47,6,0,0,0,0.0,0,Att Tamper w/Physical Evidence
34,7,0,0,0,0.0,1,Possession of Cannabis
45,1,0,0,0,378.0,0,Viol Prot Injunc Repeat Viol
27,10,0,0,0,-1.0,0,arrest case no charge
52,0,0,0,0,0.0,0,Battery
26,0,0,0,0,-3.0,1,Operating W/O Valid License
25,9,0,0,1,0.0,0,Driving While License Revoked
51,1,0,0,0,-1.0,0,arrest case no charge
29,1,0,0,0,0.0,1,Refuse to Supply DNA Sample
39,1,0,0,0,,0,arrest case no charge
46,0,0,0,0,-1.0,0,Stalking (Aggravated)
28,6,0,0,0,-2.0,0,Grand Theft in the 3rd Degree
57,0,0,0,0,-1.0,0,Felony Battery (Dom Strang)
23,2,0,0,0,-1.0,0,Sel/Pur/Mfr/Del Control Substa
34,27,0,0,0,-1.0,1,Felony Petit Theft
27,3,0,0,0,-1.0,0,arrest case no charge
25,7,0,0,1,-1.0,1,Viol Injunct Domestic Violence
31,1,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
37,8,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
51,0,0,0,0,0.0,1,Possession of Cocaine
51,3,0,0,0,-86.0,0,Disorderly Conduct
28,8,0,1,0,-1.0,1,Resist Officer w/Violence
56,4,0,0,0,0.0,0,Possession of Cocaine
45,15,0,0,0,-1.0,1,Att Burgl Unoccupied Dwel
26,7,0,0,0,-1.0,1,Burglary Dwelling Occupied
33,7,0,0,0,-1.0,1,Felony Battery (Dom Strang)
23,0,0,0,3,-2.0,0,Battery
31,0,0,0,0,0.0,0,Poss Drugs W/O A Prescription
31,0,0,0,0,-1.0,0,Battery
19,1,1,0,0,-12.0,1,arrest case no charge
32,0,0,0,0,0.0,0,Aggravated Assault W/o Firearm
30,1,0,0,0,-1.0,1,Driving Under The Influence
48,9,0,0,0,-87.0,0,arrest case no charge
66,1,0,0,0,-1.0,0,arrest case no charge
40,0,0,0,0,0.0,0,Grand Theft in the 1st Degree
59,4,0,0,0,0.0,0,Battery
25,5,0,0,0,118.0,0,arrest case no charge
27,3,0,0,0,-23.0,0,Leave Accd/Attend Veh/Less $50
22,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
58,1,0,0,0,-1.0,0,Fel Drive License Perm Revoke
49,1,0,0,0,,0,Battery
29,2,0,0,0,-2.0,0,Grand Theft in the 3rd Degree
44,11,0,0,0,245.0,1,Felony Battery w/Prior Convict
24,2,0,0,0,203.0,0,Burglary Unoccupied Dwelling
27,0,0,0,0,-1.0,1,Aggravated Assault W/Dead Weap
34,5,0,0,0,-53.0,1,Resist Officer w/Violence
24,0,0,0,0,-3.0,0,Possession Of Alprazolam
35,3,0,1,0,0.0,0,Aggrav Battery w/Deadly Weapon
65,4,0,0,0,,0,Battery
29,7,0,2,1,0.0,1,Grand Theft in the 3rd Degree
30,5,1,0,0,-1.0,1,Aggravated Assault W/dead Weap
23,1,0,1,1,-1.0,1,Possession Burglary Tools
32,2,0,0,0,-27.0,1,Possession Of Heroin
22,2,0,0,0,-1.0,0,arrest case no charge
21,0,0,0,0,-1.0,0,Battery
43,0,0,0,0,-1.0,0,Battery
29,0,0,0,0,-1.0,0,Poss of Cocaine W/I/D/S 1000FT Park
43,1,0,0,0,0.0,0,Robbery Sudd Snatch No Weapon
25,1,0,0,0,-1.0,0,arrest case no charge
47,0,0,0,0,-1.0,0,Battery
21,0,0,0,0,-2.0,0,Grand Theft in the 3rd Degree
25,1,0,0,0,-100.0,0,Disorderly Conduct
54,0,0,0,0,0.0,0,Battery
34,3,0,0,1,-1.0,1,Lewd Act Presence Child 16-
28,2,0,0,0,-1.0,0,Battery
53,4,0,0,0,-1.0,1,Poss Contr Subst W/o Prescript
54,0,0,0,0,0.0,0,Soliciting For Prostitution
37,3,0,0,0,-1.0,1,arrest case no charge
34,2,0,0,0,-1.0,0,Felony Driving While Lic Suspd
50,11,0,0,0,-210.0,0,Extradition/Defendants
60,0,0,0,0,-1.0,1,Battery on Law Enforc Officer
22,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
51,3,0,0,0,0.0,0,Felony Driving While Lic Suspd
29,0,0,0,0,-1.0,1,Felony Battery (Dom Strang)
28,1,0,0,0,-43.0,0,Uttering a Forged Instrument
36,6,0,0,0,-126.0,0,Grand Theft in the 3rd Degree
28,5,0,0,1,-1.0,0,arrest case no charge
33,0,0,0,0,-1.0,1,Grand Theft (Motor Vehicle)
43,4,0,0,0,0.0,0,Battery
45,1,0,0,0,-1.0,0,Battery
32,5,0,0,0,-1.0,1,Resist Officer w/Violence
35,0,0,0,0,-1.0,1,Possession of Cocaine
23,1,0,0,0,-1.0,1,Felony Batt(Great Bodily Harm)
41,1,0,0,0,-1.0,0,Aggrav Battery w/Deadly Weapon
25,24,20,0,0,-1.0,1,arrest case no charge
35,12,0,1,0,-1.0,0,Aggravated Assault W/Dead Weap
25,4,0,0,0,0.0,1,Crim Use of Personal ID Info
69,6,0,0,0,-1.0,1,Driving While License Revoked
24,0,0,0,0,-1.0,0,Battery
21,3,0,0,0,34.0,1,Grand Theft (Motor Vehicle)
28,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
47,23,0,0,0,-1.0,1,Poss Wep Conv Felon
59,1,0,0,0,,0,Possession Of Alprazolam
29,13,0,1,0,0.0,1,Poss Pyrrolidinovalerophenone
36,14,0,0,0,-38.0,1,Grand Theft in the 3rd Degree
26,9,0,0,0,-1.0,1,Drivg While Lic Suspd/Revk/Can
31,0,0,0,0,-1.0,0,Viol Prot Injunc Repeat Viol
32,8,0,0,0,35.0,1,Grand Theft in the 3rd Degree
27,3,0,0,0,-121.0,1,arrest case no charge
28,0,0,0,0,0.0,0,"Deliver 3,4 Methylenediox"
48,1,0,0,0,0.0,1,Driving Under The Influence
23,2,0,0,0,129.0,1,arrest case no charge
44,0,0,0,0,-1.0,0,Battery
42,7,0,0,0,-1.0,0,Driving License Suspended
39,5,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
46,2,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
55,0,0,0,0,-1.0,0,Battery
27,5,0,0,0,-1.0,1,Burglary Dwelling Occupied
31,0,0,0,0,-1.0,0,Battery
25,0,0,0,0,-1.0,0,Poss Tetrahydrocannabinols
32,6,0,0,2,0.0,0,Refuse Submit Blood/Breath Test
36,2,0,0,0,-1.0,0,Driving While License Revoked
21,3,0,0,0,-1.0,1,arrest case no charge
39,2,0,0,0,0.0,0,Driving Under The Influence
26,0,0,0,0,0.0,0,Battery
28,8,0,0,0,0.0,1,Grand Theft in the 3rd Degree
67,2,0,0,0,-4.0,1,Refuse Submit Blood/Breath Test
22,0,0,0,0,-1.0,0,Aggrav Battery w/Deadly Weapon
37,3,0,0,0,-1.0,0,Driving Under The Influence
23,2,0,0,0,-1.0,1,Criminal Mischief
49,14,0,0,0,-1.0,1,Battery
32,9,0,0,0,0.0,1,Trespass Other Struct/Conve
41,9,0,0,0,-1.0,0,Battery
25,1,0,0,0,0.0,0,Battery
57,3,0,0,0,,0,Battery on Law Enforc Officer
58,0,0,0,0,-1.0,0,Battery
44,19,2,0,0,-17.0,1,Battery
28,1,0,0,0,0.0,1,Aggrav Stalking After Injunctn
39,0,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
54,0,0,0,0,-1.0,0,Agg Battery Grt/Bod/Harm
21,0,0,0,0,657.0,1,Battery
43,0,0,0,0,-1.0,0,DUI Property Damage/Injury
31,5,0,0,0,0.0,0,Battery
30,11,4,1,0,0.0,0,Pos Cannabis W/Intent Sel/Del
27,4,0,1,3,-1.0,1,Battery
28,0,0,0,0,-1.0,1,Battery
24,0,0,0,0,-1.0,0,Possess Drug Paraphernalia
43,0,0,0,0,0.0,0,Susp Drivers Lic 1st Offense
44,10,0,0,0,-7.0,1,Driving Under The Influence
51,4,0,0,0,-44.0,0,arrest case no charge
24,11,0,0,0,-15.0,1,Solicit Deliver Cocaine
31,1,0,0,0,309.0,1,Attempt Burglary (Struct)
23,0,0,0,0,-1.0,0,Pos Cannabis W/Intent Sel/Del
26,8,2,1,0,-85.0,1,Prowling/Loitering
36,5,0,0,0,-1.0,1,Viol Injunct Domestic Violence
27,1,0,0,0,-1.0,0,arrest case no charge
24,0,0,0,0,0.0,1,Felon in Pos of Firearm or Amm
66,0,0,0,0,-1.0,0,Battery
36,3,0,0,1,0.0,0,Possession of Cocaine
53,9,0,0,0,-1.0,1,Felony Petit Theft
23,1,0,0,0,0.0,1,Possession of Cocaine
22,0,0,0,0,0.0,1,Battery
25,1,0,0,1,-1.0,0,Crimin Mischief Damage $1000+
56,4,0,0,0,-1.0,0,Possession of Cocaine
29,1,0,0,0,37.0,0,Possession of Cocaine
29,10,0,0,0,-365.0,1,arrest case no charge
51,1,0,0,0,-1.0,1,arrest case no charge
58,3,0,0,0,-18.0,0,arrest case no charge
24,3,0,1,2,0.0,0,DUI Level 0.15 Or Minor In Veh
22,0,0,0,0,-1.0,1,Burglary Dwelling Armed
39,0,0,0,0,-1.0,0,Battery
20,3,0,0,0,-1.0,1,Pos Cannabis W/Intent Sel/Del
46,10,0,0,0,-1.0,1,arrest case no charge
38,1,0,0,0,-27.0,1,Possession Of Methamphetamine
23,0,0,0,0,0.0,1,Viol Pretrial Release Dom Viol
39,6,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
25,0,0,0,0,0.0,0,Felony Battery
31,19,0,0,0,-1.0,1,Driving While License Revoked
25,1,0,0,0,-1.0,1,Battery
26,6,0,0,0,-1.0,0,arrest case no charge
25,2,0,0,1,-1.0,0,Possession Burglary Tools
37,11,0,0,0,0.0,1,Driving While License Revoked
36,0,0,0,0,-3.0,0,Grand Theft in the 3rd Degree
26,1,0,0,0,0.0,1,Pos Cannabis W/Intent Sel/Del
21,3,0,2,0,-1.0,1,Grand Theft in the 3rd Degree
35,7,0,0,0,-23.0,1,Resist Officer w/Violence
22,2,0,0,0,-1.0,1,Crim Use of Personal ID Info
25,0,0,0,0,0.0,0,Aggravated Battery
24,0,0,0,0,,0,Crim Attempt/Solicit/Consp
36,0,0,0,0,-7.0,0,Operating W/O Valid License
24,2,0,0,0,-1.0,1,Susp Drivers Lic 1st Offense
21,0,0,0,1,-1.0,1,Grand Theft in the 3rd Degree
32,15,2,0,1,-1.0,1,Possession of Cocaine
33,2,0,0,0,0.0,1,Battery
33,10,0,0,0,0.0,1,Possession of Cocaine
23,4,0,0,0,-56.0,1,arrest case no charge
29,0,0,0,0,-2.0,0,DUI Property Damage/Injury
50,8,0,0,0,-1.0,0,DWI w/Inj Susp Lic / Habit Off
32,5,0,0,0,272.0,1,arrest case no charge
33,14,0,0,0,-1.0,1,Driving While License Revoked
37,13,0,1,0,-1.0,1,Agg Battery Grt/Bod/Harm
27,9,0,0,0,-1.0,1,Burglary Unoccupied Dwelling
27,0,0,0,0,-1.0,0,Battery
52,21,0,0,0,123.0,1,Felony Petit Theft
21,1,0,0,0,-1.0,1,Possess Cannabis/20 Grams Or Less
58,1,0,0,0,-1.0,0,arrest case no charge
27,4,0,0,0,-1.0,0,"Deliver 3,4 Methylenediox"
28,5,0,0,0,302.0,1,Aggravated Assault W/o Firearm
28,1,0,0,0,-1.0,1,Possession of Cocaine
31,0,0,0,0,-5.0,0,Battery
30,11,0,1,0,31.0,1,arrest case no charge
24,3,0,0,0,-1.0,0,arrest case no charge
26,6,0,0,0,0.0,1,Possession of Cannabis
43,0,0,0,0,-1.0,0,DUI- Enhanced
31,2,0,0,1,-43.0,1,Crim Use of Personal ID Info
22,3,0,0,0,0.0,1,Felony Batt(Great Bodily Harm)
23,0,0,0,0,-1.0,0,Burglary Unoccupied Dwelling
42,0,0,0,0,-1.0,0,Driving Under The Influence
34,0,0,0,0,,1,arrest case no charge
30,18,0,3,0,-1.0,0,Battery
29,1,0,0,0,-1.0,0,False Imprisonment
38,2,0,0,0,0.0,1,arrest case no charge
26,3,0,0,1,-4.0,1,Petit Theft $100- $300
25,4,0,0,0,-107.0,1,arrest case no charge
51,5,0,0,0,0.0,0,Driving License Suspended
36,0,0,0,0,0.0,0,Battery
62,0,0,0,0,-2.0,0,Battery
23,0,0,0,0,0.0,1,Grand Theft (Motor Vehicle)
34,7,0,0,0,-1.0,1,arrest case no charge
35,1,0,0,0,-1.0,0,Violation License Restrictions
22,0,0,0,0,0.0,0,"Poss3,4 Methylenedioxymethcath"
29,10,0,0,0,-1.0,1,Assault
40,0,0,0,0,-3.0,0,Stalking (Aggravated)
36,2,0,0,0,0.0,0,Possession of Cocaine
26,8,0,0,0,0.0,1,arrest case no charge
25,1,0,0,0,-23.0,1,Burglary Structure Unoccup
69,0,0,0,0,-3.0,0,DUI Level 0.15 Or Minor In Veh
27,1,0,1,0,-1.0,0,Grand Theft in the 3rd Degree
20,0,0,0,0,0.0,1,Grand Theft in the 3rd Degree
27,1,0,0,0,-2.0,0,Throw Deadly Missile Into Veh
24,6,0,0,0,-1.0,0,arrest case no charge
42,0,0,0,0,-7.0,0,Aggravated Assault w/Firearm
25,1,0,0,0,-1.0,0,Burglary Conveyance Unoccup
46,1,0,0,0,-37.0,1,arrest case no charge
25,0,0,0,0,-1.0,0,Uttering a Forged Instrument
22,0,0,0,0,-1.0,0,Pos Cannabis W/Intent Sel/Del
21,0,0,0,0,-1.0,0,Burglary Structure Unoccup
30,1,0,0,0,0.0,0,Battery
46,9,0,0,0,0.0,0,Battery
26,2,0,0,0,0.0,0,Battery
33,0,0,0,0,0.0,1,arrest case no charge
40,1,0,0,0,-1.0,0,Battery
34,0,0,0,0,-1.0,0,Possession of Cocaine
22,1,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
28,3,0,0,0,-1.0,0,arrest case no charge
31,4,0,0,0,-1.0,1,Assault
59,3,0,0,0,0.0,1,Driving Under The Influence
37,0,0,0,0,-1.0,0,"Aggr Child Abuse-Torture,Punish"
50,0,0,0,0,-1.0,0,Aggravated Battery / Pregnant
21,2,0,0,0,244.0,1,Neglect Child / No Bodily Harm
57,8,0,0,0,-1.0,1,Felony Battery w/Prior Convict
31,5,0,0,0,-1.0,1,Assault
51,1,0,0,0,,0,Battery
44,9,0,0,0,-28.0,0,Grand Theft in the 3rd Degree
48,5,0,0,0,-1.0,1,Possession of Cocaine
25,0,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
51,5,0,0,0,-1.0,0,arrest case no charge
50,0,0,0,0,-1.0,1,arrest case no charge
57,2,0,0,0,-11.0,0,arrest case no charge
55,0,0,0,0,-1.0,0,DUI - Enhanced
59,4,0,0,0,-2.0,1,Possession of Cocaine
42,0,0,0,0,0.0,0,Aggrav Battery w/Deadly Weapon
20,2,2,0,0,-21.0,1,arrest case no charge
58,16,0,0,0,-47.0,1,Felony Petit Theft
21,0,0,0,0,-1.0,0,Purchase Cannabis
32,21,0,0,0,-1.0,1,Felony Petit Theft
24,0,0,0,0,0.0,0,Battery
42,1,0,0,0,0.0,0,Tampering With Physical Evidence
29,8,0,0,0,-1.0,1,arrest case no charge
21,1,0,0,0,-1.0,0,arrest case no charge
31,1,0,0,0,-356.0,1,DUI Level 0.15 Or Minor In Veh
56,8,0,0,0,,0,Driving License Suspended
58,0,0,0,0,0.0,0,DUI Blood Alcohol Above 0.20
22,1,0,0,1,0.0,1,Pos Cannabis W/Intent Sel/Del
46,1,0,0,0,-1.0,1,Battery
50,0,0,0,0,0.0,1,Battery
46,2,0,0,0,-1.0,0,Grand Theft in the 3rd Degree
44,11,0,1,0,-1.0,1,Possession of Cocaine
35,4,0,0,0,-1.0,0,Battery
30,14,0,1,0,-1.0,1,Grand Theft (Motor Vehicle)
42,2,0,0,0,-1.0,0,Possession of Cocaine
46,5,0,0,0,-1.0,1,Grand Theft (Motor Vehicle)
42,0,0,0,0,0.0,1,Poss Pyrrolidinovalerophenone
37,12,0,0,0,-74.0,0,arrest case no charge
29,7,0,0,0,-1.0,1,Aggravated Battery / Pregnant
32,8,0,0,1,-1.0,0,Aggravated Battery / Pregnant
31,5,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
33,1,0,0,0,-1.0,0,Battery
25,4,0,0,0,-1.0,0,Robbery / No Weapon
33,0,0,0,0,-1.0,0,Battery
21,1,0,0,0,-1.0,0,arrest case no charge
64,7,0,0,0,123.0,0,Expired DL More Than 6 Months
35,1,0,0,0,-1.0,1,Possession of Cocaine
56,1,0,0,0,-22.0,0,arrest case no charge
38,0,0,0,0,-1.0,1,Battery
40,4,0,0,0,-1.0,0,arrest case no charge
34,3,0,0,0,-105.0,0,arrest case no charge
28,4,0,0,1,-1.0,0,Grand Theft in the 3rd Degree
51,0,0,0,0,-1.0,0,Battery
35,2,0,0,0,-1.0,0,Battery
61,5,0,0,0,-13.0,0,Possession of Cocaine
25,0,0,0,0,0.0,0,Poss Unlaw Issue Driver Licenc
25,4,0,0,0,-1.0,1,Felony Driving While Lic Suspd
26,0,0,0,0,0.0,1,Petit Theft
42,1,0,0,0,-1.0,0,Battery
25,1,0,0,0,-10.0,0,Grand Theft in the 3rd Degree
26,13,0,1,0,-1.0,1,Driving License Suspended
31,9,0,0,0,-1.0,0,Poss of Methylethcathinone
35,1,0,0,1,-1.0,0,Possession of Cocaine
41,4,0,0,0,-100.0,1,arrest case no charge
34,0,0,0,0,-1.0,0,Lewd/Lasc Battery Pers 12+/<16
46,5,0,0,0,-93.0,0,arrest case no charge
33,1,0,0,0,-1.0,0,Battery
30,3,0,0,1,-1.0,1,Carrying Concealed Firearm
50,7,0,0,0,-1.0,0,Battery
21,0,0,0,0,-1.0,0,Burglary Dwelling Armed
31,16,0,0,0,0.0,1,Burglary Conveyance Unoccup
31,2,0,0,0,-1.0,1,"Poss 3,4 MDMA (Ecstasy)"
23,0,0,0,0,-1.0,0,Battery
25,1,0,0,0,0.0,0,Burglary Conveyance Unoccup
24,1,0,0,0,-1.0,0,arrest case no charge
31,13,0,0,0,-1.0,1,Possess Cannabis/20 Grams Or Less
60,0,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
30,2,0,0,0,-1.0,0,arrest case no charge
32,0,0,0,0,-1.0,0,Battery
46,0,0,0,0,0.0,0,Driving Under The Influence
21,0,0,0,1,-1.0,1,Battery
28,6,4,0,0,,0,Disorderly Intoxication
35,0,0,0,0,-1.0,1,Pos Cannabis W/Intent Sel/Del
34,2,0,0,0,-1.0,1,Use of Anti-Shoplifting Device
41,2,0,0,0,-1.0,1,Felony Petit Theft
40,7,0,0,0,-33.0,0,Prostitution/Lewd Act Assignation
23,1,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
23,3,0,0,0,-1.0,1,Grand Theft in the 3rd Degree
28,2,0,0,0,0.0,1,Resist/Obstruct W/O Violence
21,0,0,0,0,0.0,1,Possession Of Alprazolam
46,2,0,0,1,-1.0,1,Possess Cannabis/20 Grams Or Less
56,1,0,0,0,-1.0,0,arrest case no charge
41,19,0,0,0,-71.0,1,Driving While License Revoked
40,8,0,0,0,-1.0,1,Possession of Cocaine
30,5,0,0,0,-1.0,1,arrest case no charge
24,1,0,0,0,-1.0,1,Battery
25,7,0,0,1,507.0,0,Att Burgl Unoccupied Dwel
33,0,0,0,0,-1.0,0,Battery
48,2,0,0,0,-1.0,1,arrest case no charge
33,11,0,0,0,-1.0,1,"Poss 3,4 MDMA (Ecstasy)"
25,0,0,0,0,-1.0,0,Poss Contr Subst W/o Prescript
25,6,0,0,0,70.0,1,False Ownership Info/Pawn Item
58,38,0,0,0,-112.0,1,Felony Petit Theft
30,7,0,1,1,-1.0,1,Possess Countrfeit Credit Card
37,0,0,0,0,-1.0,1,Tamper With Witness/Victim/CI
43,7,0,0,0,-21.0,0,Agg Battery Grt/Bod/Harm
32,0,0,0,0,0.0,0,Driving While License Revoked
33,3,0,0,0,-1.0,0,arrest case no charge
39,4,0,1,0,-30.0,1,Poss Pyrrolidinovalerophenone
49,4,0,0,0,-11.0,0,Aggravated Assault w/Firearm
24,0,0,0,0,-1.0,0,Robbery W/Deadly Weapon
26,1,0,0,0,0.0,0,Grand Theft (Motor Vehicle)
42,0,0,0,0,-1.0,0,Aggrav Battery w/Deadly Weapon
22,1,0,0,0,-1.0,1,Burglary Unoccupied Dwelling
36,0,0,0,0,0.0,0,Grand Theft in the 3rd Degree
29,7,0,0,1,-1.0,1,Battery
39,0,0,0,0,0.0,0,Battery
27,13,0,2,1,0.0,1,arrest case no charge
38,2,0,0,0,-1.0,1,Possession of Cocaine
20,0,0,0,0,-1.0,1,Burglary Conveyance Unoccup
25,4,2,0,0,-1.0,1,arrest case no charge
53,0,0,0,0,-1.0,0,Battery
27,0,0,0,0,-1.0,1,Battery
21,0,0,0,0,-1.0,1,Burglary Structure Unoccup
50,1,0,0,0,-1.0,1,Viol Injunct Domestic Violence
41,4,0,0,0,-1.0,0,Child Abuse
34,4,0,0,0,378.0,1,Aggravated Battery / Pregnant
22,5,0,0,2,-2.0,1,Possession Of Alprazolam
22,0,0,0,2,-1.0,1,Grand Theft (Motor Vehicle)
